MID,arv_date,arv_yr,routeID,shipID,q_psgrs,avg_crss
30255,10/15/1866,1866,83,637,2,9
30303,12/13/1866,1866,83,637,6,9
33227,11/19/1873,1873,83,637,3,8
46738,10/9/1848,1848,83,638,2,13
46776,11/7/1848,1848,112,639,8,13
46789,11/16/1848,1848,139,640,3,13
9671,9/6/1860,1860,83,640,1,10
46817,1/18/1848,1848,95,641,1,13
46842,4/28/1849,1849,60,642,8,13
46845,8/10/1849,1849,104,643,1,13
900458,6/15/1853,1853,104,643,3,12
46855,8/20/1849,1849,60,644,7,12
60061,3/25/1893,1893,83,645,12,6
43055,4/5/1894,1894,83,645,38,6
60089,7/17/1893,1893,148,646,617,6
60111,3/2/1887,1887,104,647,68,7
43924,3/7/1896,1896,104,647,49,5
60133,9/1/1895,1895,104,648,6,5
60192,5/2/1892,1892,83,649,30,6
60285,8/20/1892,1892,83,649,201,6
60296,9/12/1892,1892,85,650,176,6
82243,1/5/1893,1893,85,650,11,6
43073,4/19/1894,1894,83,650,231,6
41496,6/19/1890,1890,110,651,40,6
585,7/22/1891,1891,110,651,142,6
41889,6/25/1891,1891,110,651,29,6
42393,12/10/1891,1891,110,651,72,6
42468,11/11/1891,1891,110,651,29,6
42172,1/14/1892,1892,110,651,52,6
43371,11/16/1894,1894,110,651,5,6
43464,2/11/1895,1895,110,651,5,5
43714,9/25/1895,1895,110,651,8,5
43769,10/23/1895,1895,110,651,9,5
43807,11/27/1895,1895,110,651,4,5
43843,12/26/1895,1895,110,651,1,5
60324,7/3/1895,1895,110,651,7,5
82654,4/4/1895,1895,110,651,1,5
43871,1/23/1896,1896,110,651,4,5
43938,3/19/1896,1896,110,651,9,5
43980,4/16/1896,1896,110,651,26,5
44076,6/10/1896,1896,110,651,19,5
44127,7/8/1896,1896,110,651,22,5
44243,9/2/1896,1896,110,651,5,5
44337,10/28/1896,1896,104,651,8,5
44441,1/21/1897,1897,110,651,1,5
44569,5/13/1897,1897,110,651,4,5
44613,6/9/1897,1897,110,651,26,5
60330,3/18/1897,1897,110,651,8,5
35609,3/20/1880,1880,110,652,7,7
35643,4/23/1880,1880,110,652,6,7
60432,9/10/1880,1880,104,652,10,7
21470,7/22/1881,1881,7,652,8,7
21496,12/2/1881,1881,7,652,1,7
36973,11/7/1882,1882,41,652,1,7
41507,6/23/1890,1890,42,652,35,6
42034,9/18/1891,1891,42,652,10,6
43743,10/17/1895,1895,41,652,3,5
36131,6/27/1881,1881,68,653,2,7
60502,4/7/1881,1881,60,653,20,7
60527,5/23/1881,1881,68,653,104,7
60618,10/18/1881,1881,68,653,11,7
60639,11/23/1881,1881,60,653,60,7
36416,2/1/1882,1882,68,653,1,7
36471,3/7/1882,1882,60,653,2,7
36621,5/17/1882,1882,68,653,30,7
36710,6/28/1882,1882,68,653,17,7
80212,9/21/1882,1882,68,653,2,7
37169,3/1/1883,1883,60,653,6,7
37444,7/30/1883,1883,110,653,3,7
37464,9/3/1883,1883,110,653,3,7
37493,10/8/1883,1883,110,653,1,7
37662,3/13/1884,1884,68,653,5,7
37717,4/22/1884,1884,68,653,143,7
37775,6/5/1884,1884,69,653,14,7
37824,7/15/1884,1884,68,653,29,7
37852,8/26/1884,1884,68,653,31,7
37916,10/8/1884,1884,60,653,6,7
37975,11/20/1884,1884,60,653,2,7
38018,12/31/1884,1884,60,653,7,7
38059,2/13/1885,1885,60,653,2,7
38217,6/16/1885,1885,68,653,57,7
38266,7/20/1885,1885,75,653,14,7
38318,8/24/1885,1885,61,653,10,7
38366,9/28/1885,1885,75,653,5,7
38410,11/3/1885,1885,60,653,26,7
38463,12/10/1885,1885,60,653,7,7
39157,5/11/1885,1885,60,653,57,7
38622,4/19/1886,1886,75,653,52,7
38675,5/24/1886,1886,75,653,51,7
38725,6/28/1886,1886,75,653,21,7
38784,8/2/1886,1886,75,653,59,7
38834,9/6/1886,1886,75,653,34,7
38898,10/11/1886,1886,75,653,56,7
38946,11/16/1886,1886,68,653,7,7
38990,12/22/1886,1886,60,653,9,7
39139,4/18/1887,1887,68,653,3,7
39191,5/23/1887,1887,60,653,20,7
39262,6/27/1887,1887,75,653,45,7
39320,8/1/1887,1887,60,653,30,7
39381,9/5/1887,1887,68,653,14,7
40156,10/10/1887,1887,68,653,8,7
40204,11/15/1887,1887,68,653,95,7
40265,12/27/1887,1887,68,653,36,7
40467,5/21/1888,1888,68,653,204,6
40588,7/30/1888,1888,68,653,20,6
40653,9/4/1888,1888,68,653,17,6
40746,11/15/1888,1888,68,653,55,6
40793,12/18/1888,1888,68,653,8,6
41008,5/27/1889,1889,60,653,59,6
41073,7/6/1889,1889,60,653,92,6
41118,8/5/1889,1889,60,653,18,6
41174,9/9/1889,1889,60,653,67,6
41294,2/2/1890,1890,60,653,29,6
41391,4/15/1890,1890,68,653,20,6
41453,5/21/1890,1890,68,653,43,6
41591,9/2/1890,1890,60,653,83,6
41634,10/8/1890,1890,68,653,26,6
41852,6/2/1891,1891,66,653,117,6
41909,7/7/1891,1891,68,653,56,6
41979,8/10/1891,1891,68,653,44,6
42027,9/14/1891,1891,60,653,49,6
42081,10/20/1891,1891,66,653,88,6
42127,11/23/1891,1891,60,653,57,6
42163,12/29/1891,1891,68,653,143,6
42220,3/29/1892,1892,66,653,183,6
42257,5/2/1892,1892,66,653,7,6
42507,8/15/1892,1892,60,653,40,6
60245,7/11/1892,1892,68,653,69,6
42909,11/30/1893,1893,67,653,4,6
42979,2/23/1894,1894,68,653,21,6
43009,3/31/1894,1894,68,653,37,6
43132,6/4/1894,1894,68,653,49,6
43183,7/9/1894,1894,68,653,33,6
43247,8/13/1894,1894,68,653,35,6
43339,10/22/1894,1894,68,653,2,6
43432,1/10/1895,1895,60,653,15,5
43476,2/19/1895,1895,68,653,14,5
43536,5/1/1895,1895,68,653,4,5
43565,6/4/1895,1895,68,653,37,5
43655,8/12/1895,1895,66,653,89,5
43702,9/16/1895,1895,60,653,10,5
43755,10/22/1895,1895,68,653,24,5
43814,12/3/1895,1895,68,653,64,5
43860,1/15/1896,1896,68,653,21,5
43914,2/27/1896,1896,68,653,49,5
43965,4/7/1896,1896,66,653,25,5
44021,5/11/1896,1896,68,653,16,5
44147,7/15/1896,1896,68,653,18,5
44197,8/17/1896,1896,68,653,26,5
44526,4/6/1897,1897,68,653,3,5
44566,5/11/1897,1897,60,653,11,5
44622,6/14/1897,1897,68,653,12,5
60529,5/28/1881,1881,104,654,28,7
12295,8/4/1884,1884,109,654,2,7
12301,9/8/1884,1884,109,654,11,7
12318,9/8/1885,1885,109,654,6,7
12368,9/15/1887,1887,109,654,17,7
12408,8/28/1888,1888,109,654,10,6
12448,6/3/1889,1889,109,654,19,6
12462,8/13/1889,1889,109,654,51,6
12467,9/14/1889,1889,109,654,53,6
12502,6/11/1890,1890,109,654,15,6
12563,7/13/1891,1891,103,654,4,6
60532,10/19/1880,1880,112,655,6,7
80044,5/14/1880,1880,112,655,24,7
80074,7/28/1880,1880,112,655,27,7
80088,9/6/1880,1880,112,655,23,7
35958,2/14/1881,1881,112,655,22,7
36098,5/16/1881,1881,112,655,54,7
60498,3/28/1881,1881,112,655,19,7
60554,6/25/1881,1881,112,655,22,7
80149,8/6/1881,1881,112,655,2,7
60538,6/2/1881,1881,14,657,17,7
36053,5/5/1881,1881,64,658,4,7
60494,3/25/1881,1881,64,658,40,7
60546,6/15/1881,1881,60,658,44,7
60577,7/27/1881,1881,60,658,15,7
60598,9/7/1881,1881,60,658,24,7
60646,12/10/1881,1881,64,658,12,7
36422,2/6/1882,1882,60,658,5,7
36496,3/20/1882,1882,60,658,41,7
36576,4/28/1882,1882,60,658,6,7
36757,7/20/1882,1882,60,658,37,7
36847,8/30/1882,1882,60,658,30,7
36932,10/12/1882,1882,60,658,7,7
37048,12/15/1882,1882,64,658,19,7
37270,4/19/1883,1883,64,658,2,7
37354,5/31/1883,1883,60,658,34,7
37429,7/11/1883,1883,64,658,82,7
37459,8/22/1883,1883,64,658,12,7
37487,10/3/1883,1883,64,658,49,7
37539,11/17/1883,1883,60,658,3,7
37587,12/31/1883,1883,60,658,14,7
37627,2/12/1884,1884,64,658,4,7
37673,3/24/1884,1884,64,658,89,7
37782,6/9/1884,1884,64,658,183,7
37832,7/23/1884,1884,64,658,52,7
37865,9/4/1884,1884,64,658,19,7
37931,10/15/1884,1884,64,658,32,7
37980,11/22/1884,1884,64,658,16,7
38069,2/19/1885,1885,64,658,11,7
38117,4/2/1885,1885,64,658,46,7
38425,11/13/1885,1885,64,658,45,7
38475,12/18/1885,1885,64,658,29,7
39009,1/13/1885,1885,60,658,18,7
38524,1/28/1886,1886,64,658,16,7
38563,3/5/1886,1886,64,658,33,7
38614,4/16/1886,1886,64,658,34,7
38715,6/23/1886,1886,64,658,76,7
38773,7/28/1886,1886,64,658,171,7
38829,9/1/1886,1886,64,658,97,7
38889,10/7/1886,1886,64,658,61,7
38938,11/11/1886,1886,64,658,11,7
38987,12/20/1886,1886,64,658,54,7
39060,2/12/1887,1887,64,658,40,7
39119,3/24/1887,1887,64,658,13,7
39175,5/12/1887,1887,64,658,18,7
39237,6/15/1887,1887,64,658,30,7
39301,7/20/1887,1887,64,658,66,7
39368,8/24/1887,1887,64,658,25,7
39427,9/27/1887,1887,64,658,80,7
40239,12/8/1887,1887,64,658,40,7
40384,3/28/1888,1888,64,658,73,6
40507,6/13/1888,1888,64,658,121,6
40567,7/18/1888,1888,64,658,140,6
40631,8/22/1888,1888,64,658,98,6
40685,9/26/1888,1888,64,658,11,6
40775,12/6/1888,1888,64,658,40,6
40916,3/27/1889,1889,64,658,15,6
40965,5/2/1889,1889,64,658,32,6
41024,6/5/1889,1889,64,658,83,6
41085,7/13/1889,1889,74,658,74,6
41132,8/14/1889,1889,64,658,40,6
41185,9/17/1889,1889,64,658,80,6
41240,10/28/1889,1889,61,658,17,6
41385,4/10/1890,1890,68,658,33,6
41627,10/2/1890,1890,68,658,8,6
41899,6/30/1891,1891,68,658,103,6
41981,8/12/1891,1891,68,658,160,6
42044,9/23/1891,1891,68,658,126,6
42101,11/4/1891,1891,68,658,32,6
42145,12/10/1891,1891,68,658,51,6
42352,5/20/1891,1891,66,658,55,6
42242,4/14/1892,1892,68,658,128,6
42275,5/25/1892,1892,68,658,84,6
42301,6/6/1892,1892,148,658,67,6
42320,8/16/1892,1892,68,658,31,6
42425,3/1/1892,1892,68,658,63,6
60002,1/19/1892,1892,68,658,86,6
42742,7/18/1893,1893,68,658,60,6
60043,8/22/1893,1893,68,658,166,6
60090,9/26/1893,1893,68,658,144,6
60091,11/8/1893,1893,68,658,28,6
42960,1/25/1894,1894,68,658,66,6
42996,3/15/1894,1894,68,658,18,6
43114,5/22/1894,1894,68,658,2,6
43157,6/10/1894,1894,68,658,24,6
43199,7/17/1894,1894,68,658,48,6
43393,12/5/1894,1894,60,658,168,6
43533,4/24/1895,1895,68,658,13,5
43588,6/18/1895,1895,68,658,11,5
43616,7/16/1895,1895,68,658,99,5
43660,8/15/1895,1895,68,658,67,5
43700,9/10/1895,1895,68,658,35,5
43734,10/5/1895,1895,68,658,25,5
43790,11/12/1895,1895,68,658,116,5
43991,4/16/1896,1896,68,658,6,5
44045,5/26/1896,1896,68,658,31,5
44111,4/24/1896,1896,67,658,26,5
44175,7/22/1896,1896,68,658,23,5
44313,10/14/1896,1896,60,658,7,5
44570,5/13/1897,1897,67,658,19,5
60034,6/8/1897,1897,68,658,9,5
60553,6/24/1881,1881,112,659,30,7
60582,8/9/1881,1881,112,659,63,7
60617,10/17/1881,1881,112,659,11,7
60648,12/12/1881,1881,112,659,20,7
36408,1/25/1882,1882,112,659,11,7
36468,3/7/1882,1882,112,659,127,7
36580,4/29/1882,1882,112,659,4,7
36695,6/21/1882,1882,112,659,199,7
36789,8/3/1882,1882,112,659,24,7
37439,7/25/1883,1883,112,659,49,7
37506,10/18/1883,1883,112,659,9,7
37560,12/4/1883,1883,112,659,55,7
39531,9/7/1883,1883,112,659,40,7
80369,6/12/1883,1883,112,659,8,7
37609,1/21/1884,1884,112,659,35,7
37655,3/10/1884,1884,112,659,2,7
38421,11/7/1885,1885,112,659,7,7
38484,12/26/1885,1885,112,659,11,7
38537,2/13/1886,1886,112,659,15,7
38598,4/3/1886,1886,112,659,12,7
38659,5/17/1886,1886,112,659,6,7
38744,7/12/1886,1886,96,659,6,7
38819,8/26/1886,1886,112,659,3,7
38902,10/13/1886,1886,112,659,4,7
42655,4/11/1893,1893,112,659,10,6
60611,10/1/1881,1881,6,660,9,7
60631,11/16/1881,1881,85,661,224,7
36378,1/4/1882,1882,83,661,36,7
36490,3/21/1882,1882,83,661,66,7
36698,6/22/1882,1882,83,661,525,7
36951,10/23/1882,1882,83,661,33,7
37050,12/15/1882,1882,83,661,32,7
60004,7/31/1882,1882,83,661,41,7
60005,9/11/1882,1882,83,661,58,7
60006,5/8/1882,1882,83,661,41,7
37158,2/23/1883,1883,83,661,9,7
37262,4/16/1883,1883,83,661,42,7
37436,7/23/1883,1883,85,661,88,7
37446,6/5/1883,1883,85,661,101,7
37468,9/10/1883,1883,83,661,68,7
37517,10/29/1883,1883,83,661,117,7
37576,12/18/1883,1883,85,661,82,7
37644,2/29/1884,1884,83,661,139,7
37707,4/18/1884,1884,83,661,30,7
37763,5/29/1884,1884,83,661,211,7
37825,7/17/1884,1884,83,661,225,7
37932,10/15/1884,1884,83,661,30,7
37992,12/3/1884,1884,83,661,57,7
60308,8/27/1884,1884,83,661,123,7
38040,1/16/1885,1885,83,661,35,7
38084,3/7/1885,1885,83,661,46,7
38131,4/18/1885,1885,83,661,5,7
38202,6/5/1885,1885,83,661,300,7
38270,7/23/1885,1885,83,661,210,7
38382,10/15/1885,1885,83,661,30,7
38444,11/25/1885,1885,83,661,128,7
38499,1/5/1886,1886,83,661,20,7
38694,6/9/1886,1886,83,661,294,7
38813,8/21/1886,1886,83,661,18,7
38962,11/30/1886,1886,85,661,217,7
60108,3/3/1886,1886,83,661,34,7
39075,2/21/1887,1887,85,661,55,7
39285,7/12/1887,1887,95,661,182,7
39366,8/29/1887,1887,85,661,67,7
40254,12/22/1887,1887,85,661,31,7
40302,2/2/1888,1888,85,661,38,6
40357,3/13/1888,1888,85,661,223,6
40447,5/12/1888,1888,85,661,60,6
40524,6/25/1888,1888,85,661,288,6
40619,8/15/1888,1888,83,661,105,6
40696,10/9/1888,1888,83,661,13,6
40833,1/23/1889,1889,83,661,48,6
40915,3/26/1889,1889,85,661,168,6
41133,8/15/1889,1889,83,661,39,6
41200,9/28/1889,1889,83,661,102,6
41266,11/22/1889,1889,83,661,110,6
41297,1/7/1890,1890,83,661,61,6
41397,4/18/1890,1890,83,661,40,6
41467,6/2/1890,1890,83,661,430,6
81507,2/20/1890,1890,85,661,98,6
41738,2/24/1891,1891,83,661,162,6
41935,7/23/1891,1891,83,661,140,6
42022,9/12/1891,1891,83,661,196,6
42150,12/21/1891,1891,83,661,116,6
81746,1/2/1891,1891,85,661,215,6
42187,2/9/1892,1892,83,661,169,6
42599,12/13/1892,1892,51,661,40,6
60182,3/31/1892,1892,83,661,358,6
60215,6/10/1892,1892,83,661,320,6
60253,7/22/1892,1892,83,661,1,6
60302,10/8/1892,1892,83,661,398,6
42623,2/8/1893,1893,85,661,5,6
43007,3/29/1894,1894,83,661,70,6
43249,8/16/1894,1894,83,661,54,6
82542,5/8/1894,1894,85,661,106,6
43666,8/16/1895,1895,85,661,111,5
82704,10/12/1895,1895,85,661,49,5
44066,6/5/1896,1896,95,661,153,5
44184,7/31/1896,1896,85,661,136,5
44284,9/26/1896,1896,85,661,91,5
44372,11/25/1896,1896,85,661,70,5
80120,12/15/1880,1880,95,662,1,7
80124,12/23/1880,1880,6,663,1,7
21459,6/11/1881,1881,7,663,47,7
36044,4/28/1881,1881,6,663,89,7
36207,9/1/1881,1881,6,663,1,7
36340,12/5/1881,1881,6,663,5,7
80129,3/19/1881,1881,6,663,36,7
36456,2/25/1882,1882,6,663,14,7
36616,5/15/1882,1882,6,663,2,7
36879,9/15/1882,1882,6,663,5,7
37076,12/29/1882,1882,6,663,19,7
80314,1/23/1882,1882,6,663,1,7
37143,2/12/1883,1883,6,663,3,7
37212,3/23/1883,1883,6,663,5,7
37300,5/4/1883,1883,6,663,23,7
37385,6/14/1883,1883,6,663,2,7
37441,7/26/1883,1883,6,663,7,7
37507,10/18/1883,1883,6,663,2,7
37559,12/4/1883,1883,6,663,2,7
37779,6/6/1884,1884,6,663,3,7
37853,8/28/1884,1884,6,663,17,7
37920,10/10/1884,1884,6,663,2,7
37983,11/28/1884,1884,6,663,17,7
39739,7/19/1884,1884,6,663,2,7
80488,3/17/1884,1884,6,663,3,7
80507,4/25/1884,1884,6,663,31,7
38070,2/20/1885,1885,6,663,4,7
38356,9/18/1885,1885,6,663,1,7
38405,10/30/1885,1885,6,663,5,7
80663,5/14/1885,1885,6,663,39,7
80678,6/25/1885,1885,6,663,9,7
80701,8/6/1885,1885,6,663,8,7
38531,2/5/1886,1886,6,663,1,7
80802,3/19/1886,1886,6,663,1,7
39064,2/14/1887,1887,6,663,2,7
40273,1/2/1888,1888,6,663,8,6
40311,2/11/1888,1888,6,663,40,6
40494,6/8/1888,1888,6,663,21,6
40558,7/13/1888,1888,6,663,61,6
40622,8/16/1888,1888,6,663,15,6
40777,12/8/1888,1888,6,663,4,6
40830,1/22/1889,1889,6,663,9,6
41020,6/3/1889,1889,6,663,37,6
81330,4/14/1889,1889,6,663,3,6
41438,5/15/1890,1890,6,663,133,6
41499,6/20/1890,1890,6,663,64,6
81525,3/7/1890,1890,6,663,18,6
81546,4/11/1890,1890,6,663,11,6
81616,7/24/1890,1890,6,663,143,6
81657,8/29/1890,1890,6,663,82,6
81681,10/2/1890,1890,6,663,21,6
81732,12/11/1890,1890,6,663,21,6
42076,10/16/1891,1891,6,663,112,6
42157,12/24/1891,1891,6,663,14,6
43032,9/9/1891,1891,6,663,280,6
81768,2/7/1891,1891,6,663,5,6
81803,3/18/1891,1891,6,663,53,6
81871,5/26/1891,1891,6,663,21,6
81908,7/1/1891,1891,6,663,87,6
81926,8/5/1891,1891,6,663,47,6
81990,11/18/1891,1891,6,663,37,6
82038,2/17/1892,1892,6,663,22,6
82087,4/20/1892,1892,6,663,5,6
82115,5/26/1892,1892,6,663,25,6
82143,6/29/1892,1892,6,663,22,6
82164,8/3/1892,1892,6,663,19,6
82184,9/9/1892,1892,6,663,5,6
42638,3/3/1893,1893,6,663,6,6
42798,8/29/1893,1893,6,663,13,6
42922,12/16/1893,1893,6,663,7,6
82332,5/10/1893,1893,6,663,22,6
82391,7/19/1893,1893,6,663,51,6
82415,10/4/1893,1893,6,663,11,6
82423,11/9/1893,1893,6,663,16,6
82445,6/15/1893,1893,6,663,60,6
42952,1/17/1894,1894,6,663,17,6
43059,4/6/1894,1894,6,663,7,6
43145,6/13/1894,1894,6,663,59,6
43209,7/25/1894,1894,6,663,3,6
43363,11/8/1894,1894,6,663,1,6
43400,12/13/1894,1894,6,663,5,6
82504,3/1/1894,1894,6,663,12,6
82541,5/8/1894,1894,6,663,34,6
43437,1/17/1895,1895,6,663,13,5
43485,2/27/1895,1895,6,663,6,5
43544,5/9/1895,1895,6,663,59,5
43627,7/24/1895,1895,6,663,17,5
43688,8/29/1895,1895,6,663,7,5
82656,4/5/1895,1895,6,663,14,5
82669,6/12/1895,1895,6,663,19,5
80248,5/11/1880,1880,112,664,1,7
80426,10/1/1883,1883,95,665,1,7
37696,4/8/1884,1884,95,665,2,7
80518,5/14/1884,1884,95,665,3,7
80538,6/16/1884,1884,95,665,3,7
80559,7/28/1884,1884,95,665,13,7
80569,9/1/1884,1884,95,665,7,7
80631,3/16/1885,1885,95,665,2,7
80715,9/7/1885,1885,95,665,6,7
80727,10/12/1885,1885,95,665,2,7
80742,11/16/1885,1885,95,665,1,7
80763,12/21/1885,1885,95,665,1,7
80859,7/12/1886,1886,95,665,3,7
81274,12/11/1888,1888,95,665,3,6
81295,2/5/1889,1889,95,665,2,6
81373,6/17/1889,1889,95,665,8,6
81393,7/27/1889,1889,95,665,16,6
81408,8/20/1889,1889,95,665,1,6
81472,12/9/1889,1889,95,665,4,6
81485,1/8/1890,1890,95,665,2,6
81501,2/5/1890,1890,95,665,6,6
81539,4/1/1890,1890,95,665,2,6
81584,5/26/1890,1890,95,665,4,6
81591,8/18/1890,1890,95,665,14,6
81634,6/23/1890,1890,95,665,1,6
81653,7/21/1890,1890,95,665,7,6
81667,9/15/1890,1890,95,665,5,6
81715,11/19/1890,1890,95,665,2,6
81735,12/16/1890,1890,95,665,7,6
43021,7/27/1891,1891,95,665,8,6
81779,2/16/1891,1891,95,665,6,6
81825,4/13/1891,1891,95,665,7,6
82005,1/5/1892,1892,95,665,3,6
82032,2/9/1892,1892,95,665,8,6
82060,3/15/1892,1892,95,665,2,6
82251,1/23/1893,1893,95,665,2,6
82263,2/23/1893,1893,95,665,1,6
82404,8/14/1893,1893,95,665,7,6
82575,7/2/1894,1894,95,665,1,6
82586,7/30/1894,1894,95,665,1,6
44153,1/14/1895,1895,95,665,1,5
44172,4/8/1895,1895,95,665,6,5
44173,5/6/1895,1895,95,665,5,5
82681,7/15/1895,1895,95,665,9,5
82690,8/12/1895,1895,95,665,12,5
82734,2/17/1896,1896,95,665,1,5
82751,3/23/1896,1896,95,665,2,5
82769,5/18/1896,1896,95,665,9,5
82872,2/8/1897,1897,95,665,4,5
82882,3/15/1897,1897,95,665,1,5
82894,4/12/1897,1897,95,665,4,5
80453,12/3/1883,1883,16,666,2,7
81321,3/30/1889,1889,16,666,2,6
82118,5/30/1892,1892,16,666,1,6
82861,1/11/1897,1897,16,666,1,5
80460,12/24/1883,1883,95,667,22,7
80490,3/24/1884,1884,126,668,4,7
80513,5/3/1884,1884,12,669,1,7
80553,7/11/1884,1884,16,670,1,7
80555,7/14/1884,1884,101,671,1,7
80619,2/11/1885,1885,50,671,1,7
39001,12/27/1886,1886,40,671,1,7
80599,12/23/1884,1884,95,672,1,7
80684,7/2/1885,1885,95,673,1,7
80685,7/6/1885,1885,126,674,14,7
81281,12/31/1888,1888,135,675,8,6
40903,3/21/1889,1889,135,675,11,6
41082,7/11/1889,1889,18,675,37,6
81341,5/2/1889,1889,135,675,18,6
81364,6/6/1889,1889,135,675,49,6
81409,8/22/1889,1889,18,675,28,6
81429,10/3/1889,1889,18,675,35,6
81456,11/14/1889,1889,18,675,19,6
81479,12/28/1889,1889,18,675,44,6
81689,10/9/1890,1890,18,675,32,6
81716,11/20/1890,1890,135,675,78,6
43038,9/24/1891,1891,18,675,353,6
81781,2/20/1891,1891,18,675,23,6
81821,4/9/1891,1891,18,675,162,6
81872,5/26/1891,1891,18,675,59,6
60177,3/17/1892,1892,18,675,31,6
60214,6/8/1892,1892,18,675,121,6
60260,7/26/1892,1892,18,675,163,6
82029,2/5/1892,1892,3,675,77,6
82095,4/28/1892,1892,18,675,5,6
82179,9/3/1892,1892,18,675,133,6
42674,5/17/1893,1893,18,675,1,6
42761,7/31/1893,1893,18,675,67,6
42806,9/2/1893,1893,18,675,35,6
42848,10/5/1893,1893,135,675,90,6
42934,12/29/1893,1893,135,675,32,6
60022,4/7/1893,1893,18,675,49,6
82245,1/6/1893,1893,18,675,10,6
82447,6/26/1893,1893,135,675,330,6
82478,11/13/1893,1893,18,675,50,6
43112,5/21/1894,1894,18,675,8,6
43164,6/25/1894,1894,18,675,26,6
43215,7/28/1894,1894,18,675,29,6
43275,9/1/1894,1894,18,675,15,6
43324,10/6/1894,1894,18,675,192,6
43406,12/17/1894,1894,135,675,60,6
82519,4/9/1894,1894,18,675,19,6
82628,11/12/1894,1894,18,675,23,6
43634,7/27/1895,1895,18,675,29,5
43729,10/7/1895,1895,18,675,12,5
43785,11/11/1895,1895,18,675,35,5
43830,12/17/1895,1895,135,675,32,5
44164,3/4/1895,1895,18,675,17,5
82659,4/15/1895,1895,18,675,29,5
82676,6/24/1895,1895,18,675,50,5
43872,1/23/1896,1896,135,675,40,5
43935,3/16/1896,1896,135,675,101,5
43983,4/20/1896,1896,18,675,5,5
44042,5/25/1896,1896,18,675,207,5
44109,6/29/1896,1896,18,675,90,5
44199,8/3/1896,1896,135,675,24,5
44252,9/7/1896,1896,18,675,14,5
44308,10/10/1896,1896,135,675,10,5
44356,11/9/1896,1896,18,675,55,5
44411,12/28/1896,1896,135,675,34,5
44454,2/1/1897,1897,135,675,13,5
44507,3/23/1897,1897,135,675,60,5
44612,6/7/1897,1897,18,675,97,5
81314,3/11/1889,1889,95,676,5,6
81328,4/8/1889,1889,95,676,2,6
81361,6/3/1889,1889,95,676,6,6
81379,7/1/1889,1889,95,676,1,6
81410,8/26/1889,1889,95,676,4,6
81423,9/23/1889,1889,95,676,1,6
81441,10/21/1889,1889,95,676,19,6
81459,11/18/1889,1889,95,676,5,6
81477,12/23/1889,1889,95,676,2,6
81493,1/22/1890,1890,95,676,4,6
81505,2/17/1890,1890,95,676,18,6
81526,3/17/1890,1890,95,676,3,6
81548,4/14/1890,1890,95,676,29,6
81630,6/16/1890,1890,95,676,4,6
81645,7/14/1890,1890,95,676,2,6
81692,10/13/1890,1890,95,676,5,6
81709,11/10/1890,1890,95,676,11,6
81729,12/8/1890,1890,95,676,1,6
81748,1/5/1891,1891,95,676,1,6
81771,2/11/1891,1891,95,676,2,6
81795,3/9/1891,1891,95,676,4,6
81845,5/4/1891,1891,95,676,2,6
81876,6/1/1891,1891,95,676,6,6
81916,7/6/1891,1891,95,676,25,6
82011,1/18/1892,1892,95,676,25,6
82035,2/15/1892,1892,95,676,6,6
82083,4/11/1892,1892,95,676,1,6
82109,5/16/1892,1892,95,676,1,6
82140,6/27/1892,1892,95,676,3,6
82193,10/3/1892,1892,95,676,1,6
82219,11/28/1892,1892,95,676,1,6
82264,2/27/1892,1892,95,676,2,6
42882,11/6/1893,1893,95,676,3,6
82253,1/30/1893,1893,95,676,2,6
82329,5/8/1893,1893,95,676,9,6
82467,9/11/1893,1893,95,676,9,6
82486,1/8/1894,1894,95,676,1,6
44150,1/2/1895,1895,95,676,4,5
44157,2/13/1895,1895,95,676,1,5
82692,8/19/1895,1895,95,676,3,5
82699,9/16/1895,1895,95,676,1,5
44084,6/15/1896,1896,95,676,17,5
82730,2/10/1896,1896,95,676,7,5
82745,3/9/1896,1896,95,676,1,5
82758,4/20/1896,1896,95,676,1,5
82866,1/25/1897,1897,95,676,3,5
81415,9/3/1889,1889,136,677,12,6
81418,9/16/1889,1889,136,678,2,6
81550,4/14/1890,1890,112,678,35,6
40929,4/5/1889,1889,135,679,13,6
40988,5/16/1889,1889,135,679,69,6
41062,6/28/1889,1889,135,679,10,6
81421,9/19/1889,1889,18,679,5,6
81446,10/31/1889,1889,18,679,25,6
81474,12/13/1889,1889,18,679,25,6
41502,6/21/1890,1890,18,679,15,6
81522,2/4/1890,1890,135,679,25,6
81528,3/18/1890,1890,18,679,35,6
81609,7/31/1890,1890,18,679,11,6
81665,9/12/1890,1890,135,679,45,6
81701,10/27/1890,1890,18,679,16,6
81730,12/8/1890,1890,18,679,56,6
42160,12/28/1891,1891,18,679,140,6
43015,7/10/1891,1891,18,679,266,6
81754,1/19/1891,1891,18,679,15,6
81829,4/20/1891,1891,18,679,10,6
81874,5/29/1891,1891,18,679,103,6
82034,2/15/1892,1892,18,679,134,6
82071,3/28/1892,1892,18,679,50,6
82132,6/17/1892,1892,18,679,1,6
82187,9/12/1892,1892,135,679,10,6
42640,3/6/1893,1893,18,679,8,6
42772,8/8/1893,1893,135,679,139,6
42820,9/12/1893,1893,18,679,62,6
42899,11/22/1893,1893,135,679,29,6
82248,1/13/1893,1893,18,679,22,6
82451,7/5/1893,1893,18,679,401,6
82475,10/18/1893,1893,135,679,4,6
